County,State,FIPS Code,Formatted FIPS,"Estimated median value of an owner-occupied home, between 2015-2"
Judith Basin,MT,30045,30045,138200
Lake,MT,30047,30047,253100
Lewis and Clark,MT,30049,30049,243000
Liberty,MT,30051,30051,101100
Lincoln,MT,30053,30053,198200
McCone,MT,30055,30055,114800
Madison,MT,30057,30057,276500
Meagher,MT,30059,30059,154100
Mineral,MT,30061,30061,169200
Missoula,MT,30063,30063,284000
Musselshell,MT,30065,30065,172700
Park,MT,30067,30067,271300
Petroleum,MT,30069,30069,181300
Phillips,MT,30071,30071,129200
Pondera,MT,30073,30073,131900
Powder River,MT,30075,30075,142600
Powell,MT,30077,30077,143100
Prairie,MT,30079,30079,112900
Ravalli,MT,30081,30081,279300
Richland,MT,30083,30083,230100
Roosevelt,MT,30085,30085,112400
Rosebud,MT,30087,30087,114900
Sanders,MT,30089,30089,228200
Sheridan,MT,30091,30091,127500
Silver Bow,MT,30093,30093,149800
Stillwater,MT,30095,30095,255500
Sweet Grass,MT,30097,30097,255100
Teton,MT,30099,30099,172700
Toole,MT,30101,30101,137900
Treasure,MT,30103,30103,118200
Valley,MT,30105,30105,151400
Wheatland,MT,30107,30107,95400
Wibaux,MT,30109,30109,113500
Yellowstone,MT,30111,30111,226000
Adams,NE,31001,31001,128500
Antelope,NE,31003,31003,82000
Arthur,NE,31005,31005,111300
Banner,NE,31007,31007,139900
Blaine,NE,31009,31009,75700
Boone,NE,31011,31011,118400
Box Butte,NE,31013,31013,113600
Boyd,NE,31015,31015,73000
Brown,NE,31017,31017,79700
Buffalo,NE,31019,31019,174800
Burt,NE,31021,31021,100400
Butler,NE,31023,31023,117300
Cass,NE,31025,31025,173800
Cedar,NE,31027,31027,121300
Chase,NE,31029,31029,133300
Cherry,NE,31031,31031,116000
Cheyenne,NE,31033,31033,103000
Clay,NE,31035,31035,91300
Colfax,NE,31037,31037,101100
Cuming,NE,31039,31039,122200
Custer,NE,31041,31041,108100
Dakota,NE,31043,31043,119600
Dawes,NE,31045,31045,125200
Dawson,NE,31047,31047,102600
Deuel,NE,31049,31049,87300
Dixon,NE,31051,31051,94700
Dodge,NE,31053,31053,130200
Douglas,NE,31055,31055,169800
Dundy,NE,31057,31057,75900
Fillmore,NE,31059,31059,80100
Franklin,NE,31061,31061,71300
Frontier,NE,31063,31063,101200
Furnas,NE,31065,31065,73000
Gage,NE,31067,31067,116200
Garden,NE,31069,31069,81800
Garfield,NE,31071,31071,105100
Gosper,NE,31073,31073,127000
Grant,NE,31075,31075,58300
Greeley,NE,31077,31077,72700
Hall,NE,31079,31079,146000
Hamilton,NE,31081,31081,154300
Harlan,NE,31083,31083,102700
Hayes,NE,31085,31085,80900
Hitchcock,NE,31087,31087,66700
Holt,NE,31089,31089,114100
Hooker,NE,31091,31091,92200
Howard,NE,31093,31093,148800
Jefferson,NE,31095,31095,84000
Johnson,NE,31097,31097,94400
Kearney,NE,31099,31099,149700
Keith,NE,31101,31101,128300
Keya Paha,NE,31103,31103,78100
Kimball,NE,31105,31105,82600
Knox,NE,31107,31107,95900
Lancaster,NE,31109,31109,177400
Lincoln,NE,31111,31111,139400
Logan,NE,31113,31113,110300
Loup,NE,31115,31115,112500
McPherson,NE,31117,31117,102700
Madison,NE,31119,31119,146400
Merrick,NE,31121,31121,115400
Morrill,NE,31123,31123,95600
Nance,NE,31125,31125,78300
Nemaha,NE,31127,31127,106300
Nuckolls,NE,31129,31129,68300
Otoe,NE,31131,31131,143900
Pawnee,NE,31133,31133,71100
Perkins,NE,31135,31135,118400
Phelps,NE,31137,31137,134000
Pierce,NE,31139,31139,132700
Platte,NE,31141,31141,149700
Polk,NE,31143,31143,107300
Red Willow,NE,31145,31145,109000
Richardson,NE,31147,31147,69200
Rock,NE,31149,31149,96200
Saline,NE,31151,31151,99300
Sarpy,NE,31153,31153,195300
Saunders,NE,31155,31155,165600
Scotts Bluff,NE,31157,31157,128100
Seward,NE,31159,31159,168200
Sheridan,NE,31161,31161,72300
Sherman,NE,31163,31163,88700
Sioux,NE,31165,31165,117700
Stanton,NE,31167,31167,119500
Thayer,NE,31169,31169,71400
Thomas,NE,31171,31171,119300
Thurston,NE,31173,31173,79800
Valley,NE,31175,31175,110400
Washington,NE,31177,31177,196100
Wayne,NE,31179,31179,137200
Webster,NE,31181,31181,78400
Wheeler,NE,31183,31183,97800
York,NE,31185,31185,135200
Churchill,NV,32001,32001,191500
Clark,NV,32003,32003,262700
Douglas,NV,32005,32005,378800
Elko,NV,32007,32007,212500
Esmeralda,NV,32009,32009,65000
Eureka,NV,32011,32011,120100
Humboldt,NV,32013,32013,180600
Lander,NV,32015,32015,179900
Lincoln,NV,32017,32017,140900
Lyon,NV,32019,32019,214900
Mineral,NV,32021,32021,98900
Nye,NV,32023,32023,163300
Pershing,NV,32027,32027,113000
Storey,NV,32029,32029,240700
Washoe,NV,32031,32031,334100
White Pine,NV,32033,32033,154100
Carson City,NV,32510,32510,273800
Belknap,NH,33001,33001,226500
Carroll,NH,33003,33003,242800
Cheshire,NH,33005,33005,195300
Coos,NH,33007,33007,128000
Grafton,NH,33009,33009,220300
Hillsborough,NH,33011,33011,274800
Merrimack,NH,33013,33013,237600
Rockingham,NH,33015,33015,326300
Strafford,NH,33017,33017,235900
Sullivan,NH,33019,33019,173600
Atlantic,NJ,34001,34001,217900
Bergen,NJ,34003,34003,469500
Burlington,NJ,34005,34005,251200
Camden,NJ,34007,34007,197800
Cape May,NJ,34009,34009,300500
Cumberland,NJ,34011,34011,162500
Essex,NJ,34013,34013,386000
Gloucester,NJ,34015,34015,219700
Hudson,NJ,34017,34017,378000
Hunterdon,NJ,34019,34019,415100
Mercer,NJ,34021,34021,291100
Middlesex,NJ,34023,34023,344100
Monmouth,NJ,34025,34025,421900
Morris,NJ,34027,34027,456200
Ocean,NJ,34029,34029,279000
Passaic,NJ,34031,34031,342600
Salem,NJ,34033,34033,184600
Somerset,NJ,34035,34035,430700
Sussex,NJ,34037,34037,267500
Union,NJ,34039,34039,367200
Warren,NJ,34041,34041,264200
Bernalillo,NM,35001,35001,199300
Catron,NM,35003,35003,175400
Chaves,NM,35005,35005,108700
Cibola,NM,35006,35006,84400
Colfax,NM,35007,35007,104800
Curry,NM,35009,35009,125000
De Baca,NM,35011,35011,106300
Doña Ana,NM,35013,35013,147400
Eddy,NM,35015,35015,155900
Grant,NM,35017,35017,125100
Guadalupe,NM,35019,35019,85000
Harding,NM,35021,35021,102400
Hidalgo,NM,35023,35023,86000
Lea,NM,35025,35025,133100
Lincoln,NM,35027,35027,193900
Los Alamos,NM,35028,35028,302800
Luna,NM,35029,35029,86900
McKinley,NM,35031,35031,64800
Mora,NM,35033,35033,112300
Otero,NM,35035,35035,112400
Quay,NM,35037,35037,72700
Rio Arriba,NM,35039,35039,167300
Roosevelt,NM,35041,35041,118200
Sandoval,NM,35043,35043,200900
San Juan,NM,35045,35045,151200
San Miguel,NM,35047,35047,135000
Santa Fe,NM,35049,35049,291800
Sierra,NM,35051,35051,117400
Socorro,NM,35053,35053,124100
Taos,NM,35055,35055,239500
Torrance,NM,35057,35057,114300
Union,NM,35059,35059,88000
Valencia,NM,35061,35061,142600
Albany,NY,36001,36001,222500
Allegany,NY,36003,36003,76400
Bronx,NY,36005,36005,404700
Broome,NY,36007,36007,117000
Cattaraugus,NY,36009,36009,88100
Cayuga,NY,36011,36011,128000
Chautauqua,NY,36013,36013,88000
Chemung,NY,36015,36015,105800
Chenango,NY,36017,36017,98400
Clinton,NY,36019,36019,134100
Columbia,NY,36021,36021,233600
Cortland,NY,36023,36023,123800
Delaware,NY,36025,36025,139300
Dutchess,NY,36027,36027,282000
Erie,NY,36029,36029,153400
Essex,NY,36031,36031,153600
Franklin,NY,36033,36033,108700
Fulton,NY,36035,36035,109600
Genesee,NY,36037,36037,119800
Greene,NY,36039,36039,176300
Hamilton,NY,36041,36041,166000
Herkimer,NY,36043,36043,100000
Jefferson,NY,36045,36045,149900
Kings,NY,36047,36047,706000
Lewis,NY,36049,36049,120200
Livingston,NY,36051,36051,129400
Madison,NY,36053,36053,136800
Monroe,NY,36055,36055,148400
Montgomery,NY,36057,36057,105400
Nassau,NY,36059,36059,493500
New York,NY,36061,36061,987700
Niagara,NY,36063,36063,125600
Oneida,NY,36065,36065,127700
Onondaga,NY,36067,36067,145400
Ontario,NY,36069,36069,161800
Orange,NY,36071,36071,271200
Orleans,NY,36073,36073,98400
Oswego,NY,36075,36075,104600
Otsego,NY,36077,36077,146400
Putnam,NY,36079,36079,358500
Queens,NY,36081,36081,543800
Rensselaer,NY,36083,36083,188700
Richmond,NY,36085,36085,504800
Rockland,NY,36087,36087,443400
St. Lawrence,NY,36089,36089,93600
Saratoga,NY,36091,36091,258300
Schenectady,NY,36093,36093,169600
Schoharie,NY,36095,36095,144800
Schuyler,NY,36097,36097,133100
Seneca,NY,36099,36099,107100
Steuben,NY,36101,36101,99600
Suffolk,NY,36103,36103,397400
Sullivan,NY,36105,36105,172800
Tioga,NY,36107,36107,119700
Tompkins,NY,36109,36109,204600
Ulster,NY,36111,36111,230500
Warren,NY,36113,36113,196500
Washington,NY,36115,36115,149000
Wayne,NY,36117,36117,123800
Westchester,NY,36119,36119,540600
Wyoming,NY,36121,36121,115900
Yates,NY,36123,36123,136300
Alamance,NC,37001,37001,154800
Alexander,NC,37003,37003,136500
Alleghany,NC,37005,37005,139800
Anson,NC,37007,37007,91200
Ashe,NC,37009,37009,153200
Avery,NC,37011,37011,144000
Beaufort,NC,37013,37013,132800
Bertie,NC,37015,37015,82200
Bladen,NC,37017,37017,95300
Brunswick,NC,37019,37019,212200
Buncombe,NC,37021,37021,238200
Burke,NC,37023,37023,120700
Cabarrus,NC,37025,37025,203100
Caldwell,NC,37027,37027,118100
Camden,NC,37029,37029,208800
Carteret,NC,37031,37031,214100
Caswell,NC,37033,37033,112800
Catawba,NC,37035,37035,143600
Chatham,NC,37037,37037,281700
Cherokee,NC,37039,37039,159100
Chowan,NC,37041,37041,131100
Clay,NC,37043,37043,180300
Cleveland,NC,37045,37045,120100
Columbus,NC,37047,37047,88900
Craven,NC,37049,37049,157900
Cumberland,NC,37051,37051,135300
Currituck,NC,37053,37053,257200
Dare,NC,37055,37055,289000
Davidson,NC,37057,37057,142100
Davie,NC,37059,37059,172600
Duplin,NC,37061,37061,90200
Durham,NC,37063,37063,223000
Edgecombe,NC,37065,37065,85700
Forsyth,NC,37067,37067,159300
Franklin,NC,37069,37069,150400
Gaston,NC,37071,37071,144200
Gates,NC,37073,37073,147700
Graham,NC,37075,37075,122300
Granville,NC,37077,37077,156000
Greene,NC,37079,37079,88600
Guilford,NC,37081,37081,167000
Halifax,NC,37083,37083,86300
Harnett,NC,37085,37085,154000
Haywood,NC,37087,37087,179700
Henderson,NC,37089,37089,214000
Hertford,NC,37091,37091,88600
Hoke,NC,37093,37093,139300
Hyde,NC,37095,37095,141500
Iredell,NC,37097,37097,190300
Jackson,NC,37099,37099,196100
Johnston,NC,37101,37101,165100
Jones,NC,37103,37103,89000
Lee,NC,37105,37105,144200
Lenoir,NC,37107,37107,95500
Lincoln,NC,37109,37109,172000
McDowell,NC,37111,37111,119200
Macon,NC,37113,37113,165600
Madison,NC,37115,37115,194500
Martin,NC,37117,37117,92500
Mecklenburg,NC,37119,37119,238000
Mitchell,NC,37121,37121,157400
Montgomery,NC,37123,37123,117700
Moore,NC,37125,37125,216500
Nash,NC,37127,37127,128200
New Hanover,NC,37129,37129,243600
Northampton,NC,37131,37131,83300
Onslow,NC,37133,37133,156900
Orange,NC,37135,37135,308800
Pamlico,NC,37137,37137,156000
Pasquotank,NC,37139,37139,163100
Pender,NC,37141,37141,198700
Perquimans,NC,37143,37143,172300
Person,NC,37145,37145,123100
Pitt,NC,37147,37147,148600
Polk,NC,37149,37149,225700
Randolph,NC,37151,37151,124100
Richmond,NC,37153,37153,83200
Robeson,NC,37155,37155,75600
Rockingham,NC,37157,37157,112800
Rowan,NC,37159,37159,136400
Rutherford,NC,37161,37161,118300
Sampson,NC,37163,37163,89300
Scotland,NC,37165,37165,85500
Stanly,NC,37167,37167,138900
Stokes,NC,37169,37169,137000
Surry,NC,37171,37171,126900
Swain,NC,37173,37173,139100
Transylvania,NC,37175,37175,221900
Tyrrell,NC,37177,37177,114800
Union,NC,37179,37179,241400
Vance,NC,37181,37181,101400
Wake,NC,37183,37183,281700
Warren,NC,37185,37185,94600
Washington,NC,37187,37187,85400
Watauga,NC,37189,37189,238000
Wayne,NC,37191,37191,123500
Wilkes,NC,37193,37193,126300
Wilson,NC,37195,37195,123600
Yadkin,NC,37197,37197,133100
Yancey,NC,37199,37199,157100
Adams,ND,38001,38001,121200
Barnes,ND,38003,38003,141400
Benson,ND,38005,38005,78100
Billings,ND,38007,38007,199400
Bottineau,ND,38009,38009,150100
Bowman,ND,38011,38011,148600
Burke,ND,38013,38013,114400
Burleigh,ND,38015,38015,263600
Cass,ND,38017,38017,223800
Cavalier,ND,38019,38019,104500
Dickey,ND,38021,38021,118100
Divide,ND,38023,38023,151200
Dunn,ND,38025,38025,192500
Eddy,ND,38027,38027,87700
Emmons,ND,38029,38029,97000
Foster,ND,38031,38031,143500
Golden Valley,ND,38033,38033,116200
Grand Forks,ND,38035,38035,206500
Grant,ND,38037,38037,81800
Griggs,ND,38039,38039,97600
Hettinger,ND,38041,38041,111200
Kidder,ND,38043,38043,114400
LaMoure,ND,38045,38045,107700
Logan,ND,38047,38047,86800
McHenry,ND,38049,38049,117100
McIntosh,ND,38051,38051,77100
McKenzie,ND,38053,38053,238600
McLean,ND,38055,38055,174400
Mercer,ND,38057,38057,177800
Morton,ND,38059,38059,208600
Mountrail,ND,38061,38061,165700
Nelson,ND,38063,38063,84300
Oliver,ND,38065,38065,190600
Pembina,ND,38067,38067,93300
Pierce,ND,38069,38069,128600
Ramsey,ND,38071,38071,164700
Ransom,ND,38073,38073,121700
Renville,ND,38075,38075,134700
Richland,ND,38077,38077,127900
Rolette,ND,38079,38079,84000
Sargent,ND,38081,38081,110200
Sheridan,ND,38083,38083,84400
Sioux,ND,38085,38085,83800
Slope,ND,38087,38087,101800
Stark,ND,38089,38089,239000
Steele,ND,38091,38091,85300
Stutsman,ND,38093,38093,155500
Towner,ND,38095,38095,70200
Traill,ND,38097,38097,150600
Walsh,ND,38099,38099,91100
Ward,ND,38101,38101,213100
Wells,ND,38103,38103,94800
Williams,ND,38105,38105,247400
Adams,OH,39001,39001,105300
Allen,OH,39003,39003,118100
Ashland,OH,39005,39005,128400
Ashtabula,OH,39007,39007,112700
Athens,OH,39009,39009,129600
Auglaize,OH,39011,39011,147300
Belmont,OH,39013,39013,100500
Brown,OH,39015,39015,132400
Butler,OH,39017,39017,172900
Carroll,OH,39019,39019,126500
Champaign,OH,39021,39021,132800
Clark,OH,39023,39023,115500
Clermont,OH,39025,39025,170800
Clinton,OH,39027,39027,128400
Columbiana,OH,39029,39029,109400
Coshocton,OH,39031,39031,99200
Crawford,OH,39033,39033,88400
Cuyahoga,OH,39035,39035,132800
Darke,OH,39037,39037,123300
Defiance,OH,39039,39039,119900
Delaware,OH,39041,39041,308800
Erie,OH,39043,39043,139900
Fairfield,OH,39045,39045,185300
Fayette,OH,39047,39047,113500
Franklin,OH,39049,39049,175100
Fulton,OH,39051,39051,138200
Gallia,OH,39053,39053,110200
Geauga,OH,39055,39055,240900
Greene,OH,39057,39057,173000
Guernsey,OH,39059,39059,114700
Hamilton,OH,39061,39061,155400
Hancock,OH,39063,39063,147600
Hardin,OH,39065,39065,105300
Harrison,OH,39067,39067,92700
Henry,OH,39069,39069,125200
Highland,OH,39071,39071,117400
Hocking,OH,39073,39073,132800
Holmes,OH,39075,39075,208700
Huron,OH,39077,39077,124600
Jackson,OH,39079,39079,97400
Jefferson,OH,39081,39081,93000
Knox,OH,39083,39083,155500
Lake,OH,39085,39085,156200
Lawrence,OH,39087,39087,106500
Licking,OH,39089,39089,170200
Logan,OH,39091,39091,131900
Lorain,OH,39093,39093,150500
Lucas,OH,39095,39095,116600
Madison,OH,39097,39097,166500
Mahoning,OH,39099,39099,105400
Marion,OH,39101,39101,100800
Medina,OH,39103,39103,196300
Meigs,OH,39105,39105,95000
Mercer,OH,39107,39107,153800
Miami,OH,39109,39109,151400
Monroe,OH,39111,39111,110000
Montgomery,OH,39113,39113,119800
Morgan,OH,39115,39115,99900
Morrow,OH,39117,39117,152800
Muskingum,OH,39119,39119,120200
Noble,OH,39121,39121,100500
Ottawa,OH,39123,39123,152000
Paulding,OH,39125,39125,97000
Perry,OH,39127,39127,114100
Pickaway,OH,39129,39129,163300
Pike,OH,39131,39131,117100
Portage,OH,39133,39133,159200
Preble,OH,39135,39135,125100
Putnam,OH,39137,39137,155800
Richland,OH,39139,39139,110600
Ross,OH,39141,39141,123800
Sandusky,OH,39143,39143,115400
Scioto,OH,39145,39145,97800
Seneca,OH,39147,39147,106500
Shelby,OH,39149,39149,145600
Stark,OH,39151,39151,134300
Summit,OH,39153,39153,146800
Trumbull,OH,39155,39155,102600
Tuscarawas,OH,39157,39157,132100
Union,OH,39159,39159,203800
Van Wert,OH,39161,39161,104900
Vinton,OH,39163,39163,91500
Warren,OH,39165,39165,222500
Washington,OH,39167,39167,132400
Wayne,OH,39169,39169,148900
Williams,OH,39171,39171,105400
Wood,OH,39173,39173,163600
Wyandot,OH,39175,39175,122200
Adair,OK,40001,40001,87600
Alfalfa,OK,40003,40003,85700
Atoka,OK,40005,40005,102900
Beaver,OK,40007,40007,101200
Beckham,OK,40009,40009,128400
Blaine,OK,40011,40011,85100
Bryan,OK,40013,40013,117400
Caddo,OK,40015,40015,84900
Canadian,OK,40017,40017,165500
Carter,OK,40019,40019,113000
Cherokee,OK,40021,40021,118000
Choctaw,OK,40023,40023,96800
Cimarron,OK,40025,40025,56500
Cleveland,OK,40027,40027,165600
Coal,OK,40029,40029,83800
Comanche,OK,40031,40031,124600
Cotton,OK,40033,40033,76700
Craig,OK,40035,40035,109000
Creek,OK,40037,40037,122700
Custer,OK,40039,40039,142500
Delaware,OK,40041,40041,117900
Dewey,OK,40043,40043,97700
Ellis,OK,40045,40045,89800
Garfield,OK,40047,40047,112600
Garvin,OK,40049,40049,98500
Grady,OK,40051,40051,134300
Grant,OK,40053,40053,81000
Greer,OK,40055,40055,76500
Harmon,OK,40057,40057,66500
Harper,OK,40059,40059,77200
Haskell,OK,40061,40061,96100
Hughes,OK,40063,40063,73100
Jackson,OK,40065,40065,106500
Jefferson,OK,40067,40067,66400
Johnston,OK,40069,40069,80800
Kay,OK,40071,40071,92100
Kingfisher,OK,40073,40073,144700
Kiowa,OK,40075,40075,62900
Latimer,OK,40077,40077,87000
Le Flore,OK,40079,40079,90300
Lincoln,OK,40081,40081,110800
Logan,OK,40083,40083,169500
Love,OK,40085,40085,111700
McClain,OK,40087,40087,177500
McCurtain,OK,40089,40089,83300
McIntosh,OK,40091,40091,100900
Major,OK,40093,40093,101800
Marshall,OK,40095,40095,89700
Mayes,OK,40097,40097,112800
Murray,OK,40099,40099,127000
Muskogee,OK,40101,40101,104200
Noble,OK,40103,40103,103500
Nowata,OK,40105,40105,87700
Okfuskee,OK,40107,40107,81400
Oklahoma,OK,40109,40109,153300
Okmulgee,OK,40111,40111,85400
Osage,OK,40113,40113,118600
Ottawa,OK,40115,40115,86300
Pawnee,OK,40117,40117,92900
Payne,OK,40119,40119,161700
Pittsburg,OK,40121,40121,106800
Pontotoc,OK,40123,40123,129300
Pottawatomie,OK,40125,40125,120500
Pushmataha,OK,40127,40127,80500
Roger Mills,OK,40129,40129,109600
Rogers,OK,40131,40131,162300
Seminole,OK,40133,40133,74400
Sequoyah,OK,40135,40135,97800
Stephens,OK,40137,40137,107700
Texas,OK,40139,40139,115100
Tillman,OK,40141,40141,56800
Tulsa,OK,40143,40143,156400
Wagoner,OK,40145,40145,159000
Washington,OK,40147,40147,120600
Washita,OK,40149,40149,84700
Woods,OK,40151,40151,107000
Woodward,OK,40153,40153,124800
Baker,OR,41001,41001,173100
Benton,OR,41003,41003,331300
Clackamas,OR,41005,41005,395100
Clatsop,OR,41007,41007,283900
Columbia,OR,41009,41009,264900
Coos,OR,41011,41011,198100
Crook,OR,41013,41013,246100
Curry,OR,41015,41015,265400
Deschutes,OR,41017,41017,364600
Douglas,OR,41019,41019,199200
Gilliam,OR,41021,41021,115900
Grant,OR,41023,41023,144800
Harney,OR,41025,41025,121300
Hood River,OR,41027,41027,373600
Jackson,OR,41029,41029,280300
Jefferson,OR,41031,41031,224600
Josephine,OR,41033,41033,265500
Klamath,OR,41035,41035,170600
Lake,OR,41037,41037,146800
Lane,OR,41039,41039,263200
Lincoln,OR,41041,41041,251200
Linn,OR,41043,41043,221600
Malheur,OR,41045,41045,135900
Marion,OR,41047,41047,247100
Morrow,OR,41049,41049,138100
Multnomah,OR,41051,41051,386200
Polk,OR,41053,41053,265200
Sherman,OR,41055,41055,159800
Tillamook,OR,41057,41057,254300
Umatilla,OR,41059,41059,170900
Union,OR,41061,41061,185400
Wallowa,OR,41063,41063,239100
Wasco,OR,41065,41065,212900
Washington,OR,41067,41067,386600
Wheeler,OR,41069,41069,155300
Yamhill,OR,41071,41071,295900
Adams,PA,42001,42001,205800
Allegheny,PA,42003,42003,154700
Armstrong,PA,42005,42005,109400
Beaver,PA,42007,42007,141100
Bedford,PA,42009,42009,136700
Berks,PA,42011,42011,178700
Blair,PA,42013,42013,123600
Bradford,PA,42015,42015,150600
Bucks,PA,42017,42017,330600
Butler,PA,42019,42019,205600
Cambria,PA,42021,42021,91900
Cameron,PA,42023,42023,78500
Carbon,PA,42025,42025,146400
Centre,PA,42027,42027,234900
Chester,PA,42029,42029,357100
Clarion,PA,42031,42031,116900
Clearfield,PA,42033,42033,96100
Clinton,PA,42035,42035,136600
Columbia,PA,42037,42037,151700
Crawford,PA,42039,42039,113200
Cumberland,PA,42041,42041,202900
Dauphin,PA,42043,42043,167900
Delaware,PA,42045,42045,244400
Elk,PA,42047,42047,103200
Erie,PA,42049,42049,134100
Fayette,PA,42051,42051,101500
Forest,PA,42053,42053,95900
Franklin,PA,42055,42055,180400
Fulton,PA,42057,42057,161000
Greene,PA,42059,42059,122900
Huntingdon,PA,42061,42061,136400
Indiana,PA,42063,42063,121100
Jefferson,PA,42065,42065,103900
Juniata,PA,42067,42067,148900
Lackawanna,PA,42069,42069,152400
Lancaster,PA,42071,42071,209400
Lawrence,PA,42073,42073,111300
Lebanon,PA,42075,42075,171300
Lehigh,PA,42077,42077,208200
Luzerne,PA,42079,42079,127000
Lycoming,PA,42081,42081,155800
McKean,PA,42083,42083,80400
Mercer,PA,42085,42085,121100
Mifflin,PA,42087,42087,117900
Monroe,PA,42089,42089,168000
Montgomery,PA,42091,42091,316100
Montour,PA,42093,42093,185100
Northampton,PA,42095,42095,219800
Northumberland,PA,42097,42097,117400
Perry,PA,42099,42099,169300
Philadelphia,PA,42101,42101,163000
Pike,PA,42103,42103,185700
Potter,PA,42105,42105,109600
Schuylkill,PA,42107,42107,102100
Snyder,PA,42109,42109,166100
Somerset,PA,42111,42111,107000
Sullivan,PA,42113,42113,154400
Susquehanna,PA,42115,42115,167700
Tioga,PA,42117,42117,142100
Union,PA,42119,42119,189500
Venango,PA,42121,42121,89400
Warren,PA,42123,42123,98000
Washington,PA,42125,42125,167900
Wayne,PA,42127,42127,181300
Westmoreland,PA,42129,42129,153100
Wyoming,PA,42131,42131,167900
York,PA,42133,42133,177100
Bristol,RI,44001,44001,358100
Kent,RI,44003,44003,236300
Newport,RI,44005,44005,387900
Providence,RI,44007,44007,233500
Washington,RI,44009,44009,343000
Abbeville,SC,45001,45001,90800
Aiken,SC,45003,45003,147300
Allendale,SC,45005,45005,49200
Anderson,SC,45007,45007,145800
Bamberg,SC,45009,45009,75400
Barnwell,SC,45011,45011,81900
Beaufort,SC,45013,45013,298100
Berkeley,SC,45015,45015,185500
Calhoun,SC,45017,45017,107200
Charleston,SC,45019,45019,315600
Cherokee,SC,45021,45021,101500
Chester,SC,45023,45023,95600
Chesterfield,SC,45025,45025,81500
Clarendon,SC,45027,45027,102000
Colleton,SC,45029,45029,90400
Darlington,SC,45031,45031,92600
Dillon,SC,45033,45033,79300
Dorchester,SC,45035,45035,198800
Edgefield,SC,45037,45037,129300
Fairfield,SC,45039,45039,103000
Florence,SC,45041,45041,131900
Georgetown,SC,45043,45043,188800
Greenville,SC,45045,45045,183800
Greenwood,SC,45047,45047,122800
Hampton,SC,45049,45049,72300
Horry,SC,45051,45051,181500
Jasper,SC,45053,45053,166200
Kershaw,SC,45055,45055,131100
Lancaster,SC,45057,45057,199800
Laurens,SC,45059,45059,101200
Lee,SC,45061,45061,78800
Lexington,SC,45063,45063,157000
McCormick,SC,45065,45065,116500
Marion,SC,45067,45067,76700
Marlboro,SC,45069,45069,67500
Newberry,SC,45071,45071,116300
Oconee,SC,45073,45073,159800
Orangeburg,SC,45075,45075,92700
Pickens,SC,45077,45077,147700
Richland,SC,45079,45079,163100
Saluda,SC,45081,45081,108600
Spartanburg,SC,45083,45083,141400
Sumter,SC,45085,45085,115700
Union,SC,45087,45087,80000
Williamsburg,SC,45089,45089,68300
York,SC,45091,45091,201100
Aurora,SD,46003,46003,85800
Beadle,SD,46005,46005,109700
Bennett,SD,46007,46007,75900
Bon Homme,SD,46009,46009,89600
Brookings,SD,46011,46011,179000
Brown,SD,46013,46013,166800
Brule,SD,46015,46015,152600
Buffalo,SD,46017,46017,49000
Butte,SD,46019,46019,139000
Campbell,SD,46021,46021,68800
Charles Mix,SD,46023,46023,116700
Clark,SD,46025,46025,102400
Clay,SD,46027,46027,168300
Codington,SD,46029,46029,174500
Corson,SD,46031,46031,58500
Custer,SD,46033,46033,214400
Davison,SD,46035,46035,154700
Day,SD,46037,46037,100500
Deuel,SD,46039,46039,133500
Dewey,SD,46041,46041,64400
Douglas,SD,46043,46043,94400
Edmunds,SD,46045,46045,118400
Fall River,SD,46047,46047,129400
Faulk,SD,46049,46049,85100
Grant,SD,46051,46051,133700
Gregory,SD,46053,46053,83400
Haakon,SD,46055,46055,105400
Hamlin,SD,46057,46057,157100
Hand,SD,46059,46059,128400
Hanson,SD,46061,46061,130800
Harding,SD,46063,46063,101100
Hughes,SD,46065,46065,177500
Hutchinson,SD,46067,46067,94100
Hyde,SD,46069,46069,88800
Jackson,SD,46071,46071,52500
Jerauld,SD,46073,46073,81900
Jones,SD,46075,46075,77100
Kingsbury,SD,46077,46077,109900
Lake,SD,46079,46079,168400
Lawrence,SD,46081,46081,207900
Lincoln,SD,46083,46083,228800
Lyman,SD,46085,46085,102800
McCook,SD,46087,46087,137800
McPherson,SD,46089,46089,58900
Marshall,SD,46091,46091,118900
Meade,SD,46093,46093,190500
Mellette,SD,46095,46095,32100
Miner,SD,46097,46097,77000
Minnehaha,SD,46099,46099,186800
Moody,SD,46101,46101,133700
Pennington,SD,46103,46103,187800
Perkins,SD,46105,46105,102000
Potter,SD,46107,46107,102300
Roberts,SD,46109,46109,103600
Sanborn,SD,46111,46111,87600
Shannon,SD,46113,46113,27400
Spink,SD,46115,46115,82800
Stanley,SD,46117,46117,163300
Sully,SD,46119,46119,144100
Todd,SD,46121,46121,26000
Tripp,SD,46123,46123,101200
Turner,SD,46125,46125,122400
Union,SD,46127,46127,179300
Walworth,SD,46129,46129,88200
Yankton,SD,46135,46135,148300
Ziebach,SD,46137,46137,57700
Anderson,TN,47001,47001,146200
Bedford,TN,47003,47003,151100
Benton,TN,47005,47005,85600
Bledsoe,TN,47007,47007,134600
Blount,TN,47009,47009,182100
Bradley,TN,47011,47011,161000
Campbell,TN,47013,47013,104400
Cannon,TN,47015,47015,164600
Carroll,TN,47017,47017,88300
Carter,TN,47019,47019,122600
